"ATC1","Name1","ATC2","Name2","Info","Mechanismus","Effekt","Massnahmen","Grad"
"N06AA09","Amitriptylin","G04BD02","Flavoxat","Verstärkte anticholinerge Effekte nicht ausgeschlossen","Unter gleichzeitiger Gabe von Flavoxat kann es möglicherweise zu einer Verstärkung der anticholinergen Effekte von trizyklischen Antidepressiva kommen. Flavoxat wirkt direkt muskelrelaxierend auf die glatte Muskulatur der unteren Harnwege, wobei der Wirkung wohl zum Teil ein kalziumantagonistischer Effekt zu Grunde liegt. Anticholinerge Wirkungen wurden für Flavoxat nicht klar nachgewiesen.","Gemäss Angaben des Herstellers kann Flavoxat möglicherweise die anticholinergen Effekte von trizyklischen Antidepressiva verstärken. Anticholinerge Symptome können u.a. Mundtrockenheit, trockene Augen, verschwommene Sicht, veränderter Harnverhalt, Obstipation, Tachykardie oder auch Hyperthermie sein.","Wird die Kombination aus einem trizyklischen Antidepressivum und Flavoxat gegeben, sollte sicherheitshalber bezüglich des verstärkten Auftretens anticholinerger Nebenwirkungen monitorisiert werden.","B"
"G04BD02","Flavoxat","N06AA09","Amitriptylin","Verstärkte anticholinerge Effekte nicht ausgeschlossen","Unter gleichzeitiger Gabe von Flavoxat kann es möglicherweise zu einer Verstärkung der anticholinergen Effekte von trizyklischen Antidepressiva kommen. Flavoxat wirkt direkt muskelrelaxierend auf die glatte Muskulatur der unteren Harnwege, wobei der Wirkung wohl zum Teil ein kalziumantagonistischer Effekt zu Grunde liegt. Anticholinerge Wirkungen wurden für Flavoxat nicht klar nachgewiesen.","Gemäss Angaben des Herstellers kann Flavoxat möglicherweise die anticholinergen Effekte von trizyklischen Antidepressiva verstärken. Anticholinerge Symptome können u.a. Mundtrockenheit, trockene Augen, verschwommene Sicht, veränderter Harnverhalt, Obstipation, Tachykardie oder auch Hyperthermie sein.","Wird die Kombination aus einem trizyklischen Antidepressivum und Flavoxat gegeben, sollte sicherheitshalber bezüglich des verstärkten Auftretens anticholinerger Nebenwirkungen monitorisiert werden.","B"
"N06AA10","Nortriptylin","G04BD02","Flavoxat","Verstärkte anticholinerge Effekte nicht ausgeschlossen","Unter gleichzeitiger Gabe von Flavoxat kann es möglicherweise zu einer Verstärkung der anticholinergen Effekte von trizyklischen Antidepressiva kommen. Flavoxat wirkt direkt muskelrelaxierend auf die glatte Muskulatur der unteren Harnwege, wobei der Wirkung wohl zum Teil ein kalziumantagonistischer Effekt zu Grunde liegt. Anticholinerge Wirkungen wurden für Flavoxat nicht klar nachgewiesen.","Gemäss Angaben des Herstellers kann Flavoxat möglicherweise die anticholinergen Effekte von trizyklischen Antidepressiva verstärken. Anticholinerge Symptome können u.a. Mundtrockenheit, trockene Augen, verschwommene Sicht, veränderter Harnverhalt, Obstipation, Tachykardie oder auch Hyperthermie sein.","Wird die Kombination aus einem trizyklischen Antidepressivum und Flavoxat gegeben, sollte sicherheitshalber bezüglich des verstärkten Auftretens anticholinerger Nebenwirkungen monitorisiert werden.","B"
"G04BD02","Flavoxat","N06AA10","Nortriptylin","Verstärkte anticholinerge Effekte nicht ausgeschlossen","Unter gleichzeitiger Gabe von Flavoxat kann es möglicherweise zu einer Verstärkung der anticholinergen Effekte von trizyklischen Antidepressiva kommen. Flavoxat wirkt direkt muskelrelaxierend auf die glatte Muskulatur der unteren Harnwege, wobei der Wirkung wohl zum Teil ein kalziumantagonistischer Effekt zu Grunde liegt. Anticholinerge Wirkungen wurden für Flavoxat nicht klar nachgewiesen.","Gemäss Angaben des Herstellers kann Flavoxat möglicherweise die anticholinergen Effekte von trizyklischen Antidepressiva verstärken. Anticholinerge Symptome können u.a. Mundtrockenheit, trockene Augen, verschwommene Sicht, veränderter Harnverhalt, Obstipation, Tachykardie oder auch Hyperthermie sein.","Wird die Kombination aus einem trizyklischen Antidepressivum und Flavoxat gegeben, sollte sicherheitshalber bezüglich des verstärkten Auftretens anticholinerger Nebenwirkungen monitorisiert werden.","B"
"N06AA12","Doxepin","G04BD02","Flavoxat","Verstärkte anticholinerge Effekte nicht ausgeschlossen","Unter gleichzeitiger Gabe von Flavoxat kann es möglicherweise zu einer Verstärkung der anticholinergen Effekte von trizyklischen Antidepressiva kommen. Flavoxat wirkt direkt muskelrelaxierend auf die glatte Muskulatur der unteren Harnwege, wobei der Wirkung wohl zum Teil ein kalziumantagonistischer Effekt zu Grunde liegt. Anticholinerge Wirkungen wurden für Flavoxat nicht klar nachgewiesen.","Gemäss Angaben des Herstellers kann Flavoxat möglicherweise die anticholinergen Effekte von trizyklischen Antidepressiva verstärken. Anticholinerge Symptome können u.a. Mundtrockenheit, trockene Augen, verschwommene Sicht, veränderter Harnverhalt, Obstipation, Tachykardie oder auch Hyperthermie sein.","Wird die Kombination aus einem trizyklischen Antidepressivum und Flavoxat gegeben, sollte sicherheitshalber bezüglich des verstärkten Auftretens anticholinerger Nebenwirkungen monitorisiert werden.","B"
"G04BD02","Flavoxat","N06AA12","Doxepin","Verstärkte anticholinerge Effekte nicht ausgeschlossen","Unter gleichzeitiger Gabe von Flavoxat kann es möglicherweise zu einer Verstärkung der anticholinergen Effekte von trizyklischen Antidepressiva kommen. Flavoxat wirkt direkt muskelrelaxierend auf die glatte Muskulatur der unteren Harnwege, wobei der Wirkung wohl zum Teil ein kalziumantagonistischer Effekt zu Grunde liegt. Anticholinerge Wirkungen wurden für Flavoxat nicht klar nachgewiesen.","Gemäss Angaben des Herstellers kann Flavoxat möglicherweise die anticholinergen Effekte von trizyklischen Antidepressiva verstärken. Anticholinerge Symptome können u.a. Mundtrockenheit, trockene Augen, verschwommene Sicht, veränderter Harnverhalt, Obstipation, Tachykardie oder auch Hyperthermie sein.","Wird die Kombination aus einem trizyklischen Antidepressivum und Flavoxat gegeben, sollte sicherheitshalber bezüglich des verstärkten Auftretens anticholinerger Nebenwirkungen monitorisiert werden.","B"
"N06AA14","Melitracen","G04BD02","Flavoxat","Verstärkte anticholinerge Effekte nicht ausgeschlossen","Unter gleichzeitiger Gabe von Flavoxat kann es möglicherweise zu einer Verstärkung der anticholinergen Effekte von trizyklischen Antidepressiva kommen. Flavoxat wirkt direkt muskelrelaxierend auf die glatte Muskulatur der unteren Harnwege, wobei der Wirkung wohl zum Teil ein kalziumantagonistischer Effekt zu Grunde liegt. Anticholinerge Wirkungen wurden für Flavoxat nicht klar nachgewiesen.","Gemäss Angaben des Herstellers kann Flavoxat möglicherweise die anticholinergen Effekte von trizyklischen Antidepressiva verstärken. Anticholinerge Symptome können u.a. Mundtrockenheit, trockene Augen, verschwommene Sicht, veränderter Harnverhalt, Obstipation, Tachykardie oder auch Hyperthermie sein.","Wird die Kombination aus einem trizyklischen Antidepressivum und Flavoxat gegeben, sollte sicherheitshalber bezüglich des verstärkten Auftretens anticholinerger Nebenwirkungen monitorisiert werden.","B"
"G04BD02","Flavoxat","N06AA14","Melitracen","Verstärkte anticholinerge Effekte nicht ausgeschlossen","Unter gleichzeitiger Gabe von Flavoxat kann es möglicherweise zu einer Verstärkung der anticholinergen Effekte von trizyklischen Antidepressiva kommen. Flavoxat wirkt direkt muskelrelaxierend auf die glatte Muskulatur der unteren Harnwege, wobei der Wirkung wohl zum Teil ein kalziumantagonistischer Effekt zu Grunde liegt. Anticholinerge Wirkungen wurden für Flavoxat nicht klar nachgewiesen.","Gemäss Angaben des Herstellers kann Flavoxat möglicherweise die anticholinergen Effekte von trizyklischen Antidepressiva verstärken. Anticholinerge Symptome können u.a. Mundtrockenheit, trockene Augen, verschwommene Sicht, veränderter Harnverhalt, Obstipation, Tachykardie oder auch Hyperthermie sein.","Wird die Kombination aus einem trizyklischen Antidepressivum und Flavoxat gegeben, sollte sicherheitshalber bezüglich des verstärkten Auftretens anticholinerger Nebenwirkungen monitorisiert werden.","B"
"N06AA16","Dosulepin","G04BD02","Flavoxat","Verstärkte anticholinerge Effekte nicht ausgeschlossen","Unter gleichzeitiger Gabe von Flavoxat kann es möglicherweise zu einer Verstärkung der anticholinergen Effekte von trizyklischen Antidepressiva kommen. Flavoxat wirkt direkt muskelrelaxierend auf die glatte Muskulatur der unteren Harnwege, wobei der Wirkung wohl zum Teil ein kalziumantagonistischer Effekt zu Grunde liegt. Anticholinerge Wirkungen wurden für Flavoxat nicht klar nachgewiesen.","Gemäss Angaben des Herstellers kann Flavoxat möglicherweise die anticholinergen Effekte von trizyklischen Antidepressiva verstärken. Anticholinerge Symptome können u.a. Mundtrockenheit, trockene Augen, verschwommene Sicht, veränderter Harnverhalt, Obstipation, Tachykardie oder auch Hyperthermie sein.","Wird die Kombination aus einem trizyklischen Antidepressivum und Flavoxat gegeben, sollte sicherheitshalber bezüglich des verstärkten Auftretens anticholinerger Nebenwirkungen monitorisiert werden.","B"
"G04BD02","Flavoxat","N06AA16","Dosulepin","Verstärkte anticholinerge Effekte nicht ausgeschlossen","Unter gleichzeitiger Gabe von Flavoxat kann es möglicherweise zu einer Verstärkung der anticholinergen Effekte von trizyklischen Antidepressiva kommen. Flavoxat wirkt direkt muskelrelaxierend auf die glatte Muskulatur der unteren Harnwege, wobei der Wirkung wohl zum Teil ein kalziumantagonistischer Effekt zu Grunde liegt. Anticholinerge Wirkungen wurden für Flavoxat nicht klar nachgewiesen.","Gemäss Angaben des Herstellers kann Flavoxat möglicherweise die anticholinergen Effekte von trizyklischen Antidepressiva verstärken. Anticholinerge Symptome können u.a. Mundtrockenheit, trockene Augen, verschwommene Sicht, veränderter Harnverhalt, Obstipation, Tachykardie oder auch Hyperthermie sein.","Wird die Kombination aus einem trizyklischen Antidepressivum und Flavoxat gegeben, sollte sicherheitshalber bezüglich des verstärkten Auftretens anticholinerger Nebenwirkungen monitorisiert werden.","B"
"N06CA01","Amitriptylin und Psycholeptika","G04BD02","Flavoxat","Verstärkte anticholinerge Effekte nicht ausgeschlossen","Unter gleichzeitiger Gabe von Flavoxat kann es möglicherweise zu einer Verstärkung der anticholinergen Effekte von trizyklischen Antidepressiva kommen. Flavoxat wirkt direkt muskelrelaxierend auf die glatte Muskulatur der unteren Harnwege, wobei der Wirkung wohl zum Teil ein kalziumantagonistischer Effekt zu Grunde liegt. Anticholinerge Wirkungen wurden für Flavoxat nicht klar nachgewiesen.","Gemäss Angaben des Herstellers kann Flavoxat möglicherweise die anticholinergen Effekte von trizyklischen Antidepressiva verstärken. Anticholinerge Symptome können u.a. Mundtrockenheit, trockene Augen, verschwommene Sicht, veränderter Harnverhalt, Obstipation, Tachykardie oder auch Hyperthermie sein.","Wird die Kombination aus einem trizyklischen Antidepressivum und Flavoxat gegeben, sollte sicherheitshalber bezüglich des verstärkten Auftretens anticholinerger Nebenwirkungen monitorisiert werden.","B"
"G04BD02","Flavoxat","N06CA01","Amitriptylin und Psycholeptika","Verstärkte anticholinerge Effekte nicht ausgeschlossen","Unter gleichzeitiger Gabe von Flavoxat kann es möglicherweise zu einer Verstärkung der anticholinergen Effekte von trizyklischen Antidepressiva kommen. Flavoxat wirkt direkt muskelrelaxierend auf die glatte Muskulatur der unteren Harnwege, wobei der Wirkung wohl zum Teil ein kalziumantagonistischer Effekt zu Grunde liegt. Anticholinerge Wirkungen wurden für Flavoxat nicht klar nachgewiesen.","Gemäss Angaben des Herstellers kann Flavoxat möglicherweise die anticholinergen Effekte von trizyklischen Antidepressiva verstärken. Anticholinerge Symptome können u.a. Mundtrockenheit, trockene Augen, verschwommene Sicht, veränderter Harnverhalt, Obstipation, Tachykardie oder auch Hyperthermie sein.","Wird die Kombination aus einem trizyklischen Antidepressivum und Flavoxat gegeben, sollte sicherheitshalber bezüglich des verstärkten Auftretens anticholinerger Nebenwirkungen monitorisiert werden.","B"
"N05AA02","Levomepromazin","G04BD02","Flavoxat","Verstärkte anticholinerge Effekte nicht ausgeschlossen","Unter gleichzeitiger Gabe von Flavoxat kann es möglicherweise zu einer Verstärkung der anticholinergen Effekte von Neuroleptika kommen. Flavoxat wirkt direkt muskelrelaxierend auf die glatte Muskulatur der unteren Harnwege, wobei der Wirkung wohl zum Teil ein kalziumantagonistischer Effekt zu Grunde liegt. Anticholinerge Wirkungen wurden für Flavoxat nicht klar nachgewiesen.","Gemäss Angaben des Herstellers kann Flavoxat möglicherweise die anticholinergen Effekte von Neuroleptika verstärken. Anticholinerge Symptome können u.a. Mundtrockenheit, trockene Augen, verschwommene Sicht, veränderter Harnverhalt, Obstipation, Tachykardie oder auch Hyperthermie sein.","Wird die Kombination aus einem Neuroleptikum und Flavoxat gegeben, sollte sicherheitshalber bezüglich des verstärkten Auftretens anticholinerger Nebenwirkungen monitorisiert werden.","B"
"G04BD02","Flavoxat","N05AA02","Levomepromazin","Verstärkte anticholinerge Effekte nicht ausgeschlossen","Unter gleichzeitiger Gabe von Flavoxat kann es möglicherweise zu einer Verstärkung der anticholinergen Effekte von Neuroleptika kommen. Flavoxat wirkt direkt muskelrelaxierend auf die glatte Muskulatur der unteren Harnwege, wobei der Wirkung wohl zum Teil ein kalziumantagonistischer Effekt zu Grunde liegt. Anticholinerge Wirkungen wurden für Flavoxat nicht klar nachgewiesen.","Gemäss Angaben des Herstellers kann Flavoxat möglicherweise die anticholinergen Effekte von Neuroleptika verstärken. Anticholinerge Symptome können u.a. Mundtrockenheit, trockene Augen, verschwommene Sicht, veränderter Harnverhalt, Obstipation, Tachykardie oder auch Hyperthermie sein.","Wird die Kombination aus einem Neuroleptikum und Flavoxat gegeben, sollte sicherheitshalber bezüglich des verstärkten Auftretens anticholinerger Nebenwirkungen monitorisiert werden.","B"
"N05AA03","Promazin","G04BD02","Flavoxat","Verstärkte anticholinerge Effekte nicht ausgeschlossen","Unter gleichzeitiger Gabe von Flavoxat kann es möglicherweise zu einer Verstärkung der anticholinergen Effekte von Neuroleptika kommen. Flavoxat wirkt direkt muskelrelaxierend auf die glatte Muskulatur der unteren Harnwege, wobei der Wirkung wohl zum Teil ein kalziumantagonistischer Effekt zu Grunde liegt. Anticholinerge Wirkungen wurden für Flavoxat nicht klar nachgewiesen.","Gemäss Angaben des Herstellers kann Flavoxat möglicherweise die anticholinergen Effekte von Neuroleptika verstärken. Anticholinerge Symptome können u.a. Mundtrockenheit, trockene Augen, verschwommene Sicht, veränderter Harnverhalt, Obstipation, Tachykardie oder auch Hyperthermie sein.","Wird die Kombination aus einem Neuroleptikum und Flavoxat gegeben, sollte sicherheitshalber bezüglich des verstärkten Auftretens anticholinerger Nebenwirkungen monitorisiert werden.","B"
"G04BD02","Flavoxat","N05AA03","Promazin","Verstärkte anticholinerge Effekte nicht ausgeschlossen","Unter gleichzeitiger Gabe von Flavoxat kann es möglicherweise zu einer Verstärkung der anticholinergen Effekte von Neuroleptika kommen. Flavoxat wirkt direkt muskelrelaxierend auf die glatte Muskulatur der unteren Harnwege, wobei der Wirkung wohl zum Teil ein kalziumantagonistischer Effekt zu Grunde liegt. Anticholinerge Wirkungen wurden für Flavoxat nicht klar nachgewiesen.","Gemäss Angaben des Herstellers kann Flavoxat möglicherweise die anticholinergen Effekte von Neuroleptika verstärken. Anticholinerge Symptome können u.a. Mundtrockenheit, trockene Augen, verschwommene Sicht, veränderter Harnverhalt, Obstipation, Tachykardie oder auch Hyperthermie sein.","Wird die Kombination aus einem Neuroleptikum und Flavoxat gegeben, sollte sicherheitshalber bezüglich des verstärkten Auftretens anticholinerger Nebenwirkungen monitorisiert werden.","B"
"N05AD01","Haloperidol","G04BD02","Flavoxat","Verstärkte anticholinerge Effekte nicht ausgeschlossen","Unter gleichzeitiger Gabe von Flavoxat kann es möglicherweise zu einer Verstärkung der anticholinergen Effekte von Neuroleptika kommen. Flavoxat wirkt direkt muskelrelaxierend auf die glatte Muskulatur der unteren Harnwege, wobei der Wirkung wohl zum Teil ein kalziumantagonistischer Effekt zu Grunde liegt. Anticholinerge Wirkungen wurden für Flavoxat nicht klar nachgewiesen.","Gemäss Angaben des Herstellers kann Flavoxat möglicherweise die anticholinergen Effekte von Neuroleptika verstärken. Anticholinerge Symptome können u.a. Mundtrockenheit, trockene Augen, verschwommene Sicht, veränderter Harnverhalt, Obstipation, Tachykardie oder auch Hyperthermie sein.","Wird die Kombination aus einem Neuroleptikum und Flavoxat gegeben, sollte sicherheitshalber bezüglich des verstärkten Auftretens anticholinerger Nebenwirkungen monitorisiert werden.","B"
